doi,best_oa_evidence,best_oa_host,best_oa_license,best_oa_url,best_oa_url_is_pdf,best_oa_version,data_standard,doi_url,genre,is_oa,is_paratext,journal_is_in_doaj,journal_is_oa,journal_issn_l,journal_issns,journal_name,oa_status,published_date,publisher,OA Status
10.1111/bjh.15421,open (via crossref license),publisher,cc-by-nc,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/bjh.15421,TRUE,publishedVersion,2,https://doi.org/10.1111/bjh.15421,journal-article,TRUE,FALSE,FALSE,FALSE,0007-1048,0007-1048,British Journal of Haematology,hybrid,6/5/2018,Wiley,Hybrid OA
10.1111/gcb.15160,open (via crossref license),publisher,cc-by-nc,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/gcb.15160,TRUE,publishedVersion,2,https://doi.org/10.1111/gcb.15160,journal-article,TRUE,FALSE,FALSE,FALSE,1354-1013,"1354-1013,1365-2486",Global Change Biology,hybrid,6/27/2020,Wiley,Hybrid OA
10.1002/hed.26490,open (via crossref license),publisher,cc-by-nc-nd,https://doi.org/10.1002/hed.26490,TRUE,publishedVersion,2,https://doi.org/10.1002/hed.26490,journal-article,TRUE,FALSE,FALSE,FALSE,1043-3074,"1043-3074,1097-0347",Head & Neck,hybrid,10/23/2020,Wiley,Hybrid OA
10.1111/ene.14285,open (via crossref license),publisher,cc-by-nc,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ene.14285,TRUE,publishedVersion,2,https://doi.org/10.1111/ene.14285,journal-article,TRUE,FALSE,FALSE,FALSE,1351-5101,"1351-5101,1468-1331",European Journal of Neurology,hybrid,5/29/2020,Wiley,Hybrid OA
10.1002/cncr.33321,open (via crossref license),publisher,cc-by-nc-nd,https://acsjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cncr.33321,TRUE,publishedVersion,2,https://doi.org/10.1002/cncr.33321,journal-article,TRUE,FALSE,FALSE,FALSE,0008-543X,"0008-543X,1097-0142",Cancer,hybrid,11/24/2020,Wiley,Hybrid OA
10.1111/bjh.15791,open (via free article),publisher,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/bjh.15791,TRUE,publishedVersion,2,https://doi.org/10.1111/bjh.15791,journal-article,TRUE,FALSE,FALSE,FALSE,0007-1048,"0007-1048,1365-2141",British Journal of Haematology,bronze,2/10/2019,Wiley,Free
10.1002/nau.24376,open (via crossref license),publisher,cc-by-nc,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/nau.24376,TRUE,publishedVersion,2,https://doi.org/10.1002/nau.24376,journal-article,TRUE,FALSE,FALSE,FALSE,0733-2467,"0733-2467,1520-6777",Neurourology and Urodynamics,hybrid,4/27/2020,Wiley,Hybrid OA
10.1007/s10545-017-0106-7,open (via page says license),publisher,cc-by,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1007/s10545-017-0106-7,TRUE,publishedVersion,2,https://doi.org/10.1007/s10545-017-0106-7,journal-article,TRUE,FALSE,FALSE,FALSE,0141-8955,"0141-8955,1573-2665",Journal of Inherited Metabolic Disease,hybrid,12/13/2017,Wiley,Hybrid OA
10.1634/theoncologist.2018-0528,open (via crossref license),publisher,cc-by-nc-nd,https://theoncologist.onlinelibrary.wiley.com/doi/pdfdirect/10.1634/theoncologist.2018-0528,TRUE,publishedVersion,2,https://doi.org/10.1634/theoncologist.2018-0528,journal-article,TRUE,FALSE,FALSE,FALSE,1083-7159,"1083-7159,1549-490X",The Oncologist,hybrid,10/11/2019,Wiley,Hybrid OA
10.1111/bjh.15690,open (via crossref license),publisher,cc-by-nc-nd,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/bjh.15690,TRUE,publishedVersion,2,https://doi.org/10.1111/bjh.15690,journal-article,TRUE,FALSE,FALSE,FALSE,0007-1048,"0007-1048,1365-2141",British Journal of Haematology,hybrid,12/2/2018,Wiley,Hybrid OA
10.1002/ajh.25638,open (via crossref license),publisher,cc-by-nc-nd,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ajh.25638,TRUE,publishedVersion,2,https://doi.org/10.1002/ajh.25638,journal-article,TRUE,FALSE,FALSE,FALSE,0361-8609,"0361-8609,1096-8652",American Journal of Hematology,hybrid,10/13/2019,Wiley,Hybrid OA
10.1111/jocs.13982,open (via crossref license),publisher,cc-by,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jocs.13982,TRUE,publishedVersion,2,https://doi.org/10.1111/jocs.13982,journal-article,TRUE,FALSE,FALSE,FALSE,0886-0440,0886-0440,Journal of Cardiac Surgery,hybrid,1/1/2019,Wiley,Hybrid OA
10.1111/den.13424,open (via crossref license),publisher,cc-by-nc-nd,https://doi.org/10.1111/den.13424,TRUE,publishedVersion,2,https://doi.org/10.1111/den.13424,journal-article,TRUE,FALSE,FALSE,FALSE,0915-5635,"0915-5635,1443-1661",Digestive Endoscopy,hybrid,7/10/2019,Wiley,Hybrid OA
10.1111/epi.16442,open (via crossref license),publisher,cc-by-nc,https://doi.org/10.1111/epi.16442,TRUE,publishedVersion,2,https://doi.org/10.1111/epi.16442,journal-article,TRUE,FALSE,FALSE,FALSE,0013-9580,"0013-9580,1528-1167",Epilepsia,hybrid,3/1/2020,Wiley,Hybrid OA
10.1002/ajh.25436,open (via crossref license),publisher,cc-by-nc-nd,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ajh.25436,TRUE,publishedVersion,2,https://doi.org/10.1002/ajh.25436,journal-article,TRUE,FALSE,FALSE,FALSE,0361-8609,"0361-8609,1096-8652",American Journal of Hematology,hybrid,3/8/2019,Wiley,Hybrid OA
10.1111/bjh.15258,open (via crossref license),publisher,cc-by-nc,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/bjh.15258,TRUE,publishedVersion,2,https://doi.org/10.1111/bjh.15258,journal-article,TRUE,FALSE,FALSE,FALSE,0007-1048,0007-1048,British Journal of Haematology,hybrid,4/19/2018,Wiley,Hybrid OA
10.1002/ccd.28887,open (via free article),publisher,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ccd.28887,TRUE,publishedVersion,2,https://doi.org/10.1002/ccd.28887,journal-article,TRUE,FALSE,FALSE,FALSE,1522-1946,"1522-1946,1522-726X",Catheterization and Cardiovascular Interventions,bronze,4/21/2020,Wiley,Free
10.1002/ejhf.1311,open (via free article),publisher,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejhf.1311,TRUE,publishedVersion,2,https://doi.org/10.1002/ejhf.1311,journal-article,TRUE,FALSE,FALSE,FALSE,1388-9842,"1388-9842,1879-0844",European Journal of Heart Failure,bronze,9/26/2018,Wiley,Free
10.1002/mds.28392,open (via crossref license),publisher,cc-by-nc,https://movementdisorders.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/mds.28392,TRUE,publishedVersion,2,https://doi.org/10.1002/mds.28392,journal-article,TRUE,FALSE,FALSE,FALSE,0885-3185,"0885-3185,1531-8257",Movement Disorders,hybrid,11/16/2020,Wiley,Hybrid OA
10.1002/prot.25805,open (via crossref license),publisher,cc-by,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/prot.25805,TRUE,publishedVersion,2,https://doi.org/10.1002/prot.25805,journal-article,TRUE,FALSE,FALSE,FALSE,0887-3585,"0887-3585,1097-0134","Proteins: Structure, Function, and Bioinformatics",hybrid,9/9/2019,Wiley,Hybrid OA
10.1002/mus.27091,open (via crossref license),publisher,cc-by-nc,https://doi.org/10.1002/mus.27091,TRUE,publishedVersion,2,https://doi.org/10.1002/mus.27091,journal-article,TRUE,FALSE,FALSE,FALSE,0148-639X,"0148-639X,1097-4598",Muscle & Nerve,hybrid,10/30/2020,Wiley,Hybrid OA
10.1002/anie.202009834,open (via crossref license),publisher,cc-by,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202009834,TRUE,publishedVersion,2,https://doi.org/10.1002/anie.202009834,journal-article,TRUE,FALSE,FALSE,FALSE,1433-7851,"1433-7851,1521-3773",Angewandte Chemie International Edition,hybrid,8/17/2020,Wiley,Hybrid OA
10.1002/cad.20359,open (via free article),publisher,,https://doi.org/10.1002/cad.20359,TRUE,publishedVersion,2,https://doi.org/10.1002/cad.20359,journal-article,TRUE,FALSE,FALSE,FALSE,1520-3247,"1520-3247,1534-8687",New Directions for Child and Adolescent Development,bronze,7/1/2020,Wiley,Free
10.1111/geb.13077,open (via crossref license),publisher,cc-by,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/geb.13077,TRUE,publishedVersion,2,https://doi.org/10.1111/geb.13077,journal-article,TRUE,FALSE,FALSE,FALSE,1466-822X,"1466-822X,1466-8238",Global Ecology and Biogeography,hybrid,3/10/2020,Wiley,Hybrid OA
10.1002/alr.22326,open (via free article),publisher,cc-by,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/alr.22326,TRUE,publishedVersion,2,https://doi.org/10.1002/alr.22326,journal-article,TRUE,FALSE,FALSE,FALSE,2042-6976,"2042-6976,2042-6984",International Forum of Allergy & Rhinology,hybrid,7/1/2019,Wiley,Hybrid OA
10.1111/1365-2745.13403,open (via crossref license),publisher,cc-by,https://besjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2745.13403,TRUE,publishedVersion,2,https://doi.org/10.1111/1365-2745.13403,journal-article,TRUE,FALSE,FALSE,FALSE,0022-0477,"0022-0477,1365-2745",Journal of Ecology,hybrid,6/8/2020,Wiley,Hybrid OA
10.1002/ijc.32029,open (via free article),publisher,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ijc.32029,TRUE,publishedVersion,2,https://doi.org/10.1002/ijc.32029,journal-article,TRUE,FALSE,FALSE,FALSE,0020-7136,"0020-7136,1097-0215",International Journal of Cancer,bronze,1/20/2019,Wiley,Free
10.1111/nph.16866,open (via free article),publisher,,https://nph.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/nph.16866,TRUE,publishedVersion,2,https://doi.org/10.1111/nph.16866,journal-article,TRUE,FALSE,FALSE,FALSE,0028-646X,"0028-646X,1469-8137",New Phytologist,bronze,10/21/2020,Wiley,Free
10.1111/psyp.13688,open (via crossref license),publisher,cc-by-nc,https://www.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/psyp.13688,TRUE,publishedVersion,2,https://doi.org/10.1111/psyp.13688,journal-article,TRUE,FALSE,FALSE,FALSE,0048-5772,"0048-5772,1469-8986",Psychophysiology,hybrid,10/10/2020,Wiley,Hybrid OA
10.1002/ecs2.2079,oa journal (via doaj),publisher,cc-by,https://esajournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ecs2.2079,TRUE,publishedVersion,2,https://doi.org/10.1002/ecs2.2079,journal-article,TRUE,FALSE,TRUE,TRUE,2150-8925,"2150-8925,2150-8925",Ecosphere,gold,1/1/2018,Wiley,Full OA journal
10.1002/cbic.201900681,oa repository (via pmcid lookup),repository,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7481019,TRUE,acceptedVersion,2,https://doi.org/10.1002/cbic.201900681,journal-article,TRUE,FALSE,FALSE,FALSE,1439-4227,"1439-4227,1439-7633",ChemBioChem,green,2/20/2020,Wiley,Archived manuscript
10.1111/lasr.12381,oa repository (via OAI-PMH title and first author match),repository,,https://scholarship.law.uci.edu/cgi/viewcontent.cgi?article=1707&context=faculty_scholarship,TRUE,submittedVersion,2,https://doi.org/10.1111/lasr.12381,journal-article,TRUE,FALSE,FALSE,FALSE,0023-9216,0023-9216,Law & Society Review,green,1/16/2019,Wiley,Archived manuscript
10.1002/adts.201800043,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/adts.201800043,TRUE,acceptedVersion,2,https://doi.org/10.1002/adts.201800043,journal-article,TRUE,FALSE,FALSE,FALSE,2513-0390,"2513-0390,2513-0390",Advanced Theory and Simulations,bronze,11/16/2018,Wiley,Archived manuscript
10.1002/wcms.1369,,,,,FALSE,,2,https://doi.org/10.1002/wcms.1369,journal-article,FALSE,FALSE,FALSE,FALSE,1759-0884,"1759-0876,1759-0884",WIREs Computational Molecular Science,closed,5/8/2018,Wiley,Closed
10.1002/cptc.201700136,,,,,FALSE,,2,https://doi.org/10.1002/cptc.201700136,journal-article,FALSE,FALSE,FALSE,FALSE,2367-0932,2367-0932,ChemPhotoChem,closed,10/17/2017,Wiley,Closed
10.1002/cne.24320,oa repository (via OAI-PMH doi match),repository,,https://europepmc.org/articles/pmc5788574?pdf=render,TRUE,acceptedVersion,2,https://doi.org/10.1002/cne.24320,journal-article,TRUE,FALSE,FALSE,FALSE,0021-9967,0021-9967,Journal of Comparative Neurology,green,9/19/2017,Wiley,Archived manuscript
10.1002/wer.1349,,,,,FALSE,,2,https://doi.org/10.1002/wer.1349,journal-article,FALSE,FALSE,FALSE,FALSE,1061-4303,"1061-4303,1554-7531",Water Environment Research,closed,12/22/2020,Wiley,Closed
10.1161/jaha.119.012691,oa journal (via doaj),publisher,cc-by-nc-nd,https://www.ahajournals.org/doi/pdf/10.1161/JAHA.119.012691,TRUE,publishedVersion,2,https://doi.org/10.1161/jaha.119.012691,journal-article,TRUE,FALSE,TRUE,TRUE,2047-9980,2047-9980,Journal of the American Heart Association,gold,1/7/2020,Ovid Technologies (Wolters Kluwer Health),Full OA journal
10.1111/joca.12185,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt1950x029/qt1950x029.pdf?t=pamokk,TRUE,submittedVersion,2,https://doi.org/10.1111/joca.12185,journal-article,TRUE,FALSE,FALSE,FALSE,0022-0078,0022-0078,Journal of Consumer Affairs,green,4/6/2018,Wiley,Archived manuscript
10.1002/smj.2715,,,,,FALSE,,2,https://doi.org/10.1002/smj.2715,journal-article,FALSE,FALSE,FALSE,FALSE,0143-2095,"0143-2095,1097-0266",Strategic Management Journal,closed,11/13/2017,Wiley,Closed
10.1111/jeb.13624,,,,,FALSE,,2,https://doi.org/10.1111/jeb.13624,journal-article,FALSE,FALSE,FALSE,FALSE,1010-061X,"1010-061X,1420-9101",Journal of Evolutionary Biology,closed,4/19/2020,Wiley,Closed
10.1111/cdev.13061,oa repository (via OAI-PMH doi match),repository,,http://deepblue.lib.umich.edu/bitstream/2027.42/152596/1/cdev13061.pdf,TRUE,publishedVersion,2,https://doi.org/10.1111/cdev.13061,journal-article,TRUE,FALSE,FALSE,FALSE,0009-3920,"0009-3920,1467-8624",Child Development,green,5/22/2018,Wiley,Archived manuscript
10.1002/bdr2.1553,,,,,FALSE,,2,https://doi.org/10.1002/bdr2.1553,journal-article,FALSE,FALSE,FALSE,FALSE,2472-1727,"2472-1727,2472-1727",Birth Defects Research,closed,7/18/2019,Wiley,Closed
10.1002/wsbm.1487,oa repository (via pmcid lookup),repository,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486281,TRUE,acceptedVersion,2,https://doi.org/10.1002/wsbm.1487,journal-article,TRUE,FALSE,FALSE,FALSE,1939-005X,"1939-5094,1939-005X",WIREs Systems Biology and Medicine,green,3/12/2020,Wiley,Archived manuscript
10.1002/ccd.28691,,,,,FALSE,,2,https://doi.org/10.1002/ccd.28691,journal-article,FALSE,FALSE,FALSE,FALSE,1522-1946,"1522-1946,1522-726X",Catheterization and Cardiovascular Interventions,closed,1/30/2020,Wiley,Closed
10.1111/psyp.13443,,,,,FALSE,,2,https://doi.org/10.1111/psyp.13443,journal-article,FALSE,FALSE,FALSE,FALSE,0048-5772,"0048-5772,1469-8986",Psychophysiology,closed,8/3/2019,Wiley,Closed
10.1002/cphy.c170054,,,,,FALSE,,2,https://doi.org/10.1002/cphy.c170054,other,FALSE,FALSE,FALSE,FALSE,,,Comprehensive Physiology,closed,9/14/2018,Wiley,Closed
10.1111/jcal.12209,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1111/jcal.12209,TRUE,acceptedVersion,2,https://doi.org/10.1111/jcal.12209,journal-article,TRUE,FALSE,FALSE,FALSE,0266-4909,"0266-4909,1365-2729",Journal of Computer Assisted Learning,bronze,8/10/2017,Wiley,Archived manuscript
10.1002/jcop.22442,,,,,FALSE,,2,https://doi.org/10.1002/jcop.22442,journal-article,FALSE,FALSE,FALSE,FALSE,0090-4392,"0090-4392,1520-6629",Journal of Community Psychology,closed,9/9/2020,Wiley,Closed
10.1002/ecy.3078,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/ecy.3078,TRUE,acceptedVersion,2,https://doi.org/10.1002/ecy.3078,journal-article,TRUE,FALSE,FALSE,FALSE,0012-9658,"0012-9658,1939-9170",Ecology,bronze,6/15/2020,Wiley,Archived manuscript
10.1111/pcmr.12828,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt9q79g9rr/qt9q79g9rr.pdf?t=qcdy4a,TRUE,publishedVersion,2,https://doi.org/10.1111/pcmr.12828,journal-article,TRUE,FALSE,FALSE,FALSE,1755-1471,"1755-1471,1755-148X",Pigment Cell & Melanoma Research,green,10/16/2019,Wiley,Archived manuscript
10.1002/jnr.24343,,,,,FALSE,,2,https://doi.org/10.1002/jnr.24343,journal-article,FALSE,FALSE,FALSE,FALSE,0360-4012,0360-4012,Journal of Neuroscience Research,closed,11/5/2018,Wiley,Closed
10.1002/cne.24412,oa repository (via OAI-PMH doi match),repository,,https://europepmc.org/articles/pmc6092244?pdf=render,TRUE,acceptedVersion,2,https://doi.org/10.1002/cne.24412,journal-article,TRUE,FALSE,FALSE,FALSE,0021-9967,0021-9967,Journal of Comparative Neurology,green,2/26/2018,Wiley,Archived manuscript
10.1161/jaha.119.014782,oa journal (via doaj),publisher,cc-by-nc-nd,https://doi.org/10.1161/jaha.119.014782,TRUE,publishedVersion,2,https://doi.org/10.1161/jaha.119.014782,journal-article,TRUE,FALSE,TRUE,TRUE,2047-9980,2047-9980,Journal of the American Heart Association,gold,5/5/2020,Ovid Technologies (Wolters Kluwer Health),Full OA journal
10.1111/jomf.12665,,,,,FALSE,,2,https://doi.org/10.1111/jomf.12665,journal-article,FALSE,FALSE,FALSE,FALSE,0022-2445,"0022-2445,1741-3737",Journal of Marriage and Family,closed,2/19/2020,Wiley,Closed
10.1111/xen.12555,,,,,FALSE,,2,https://doi.org/10.1111/xen.12555,journal-article,FALSE,FALSE,FALSE,FALSE,0908-665X,"0908-665X,1399-3089",Xenotransplantation,closed,9/18/2019,Wiley,Closed
10.1002/ccd.27991,,,,,FALSE,,2,https://doi.org/10.1002/ccd.27991,journal-article,FALSE,FALSE,FALSE,FALSE,1522-1946,"1522-1946,1522-726X",Catheterization and Cardiovascular Interventions,closed,12/7/2018,Wiley,Closed
10.1111/jog.14277,,,,,FALSE,,2,https://doi.org/10.1111/jog.14277,journal-article,FALSE,FALSE,FALSE,FALSE,1341-8076,"1341-8076,1447-0756",Journal of Obstetrics and Gynaecology Research,closed,4/30/2020,Wiley,Closed
10.1002/jcc.26095,oa repository (via pmcid lookup),repository,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6917845,TRUE,acceptedVersion,2,https://doi.org/10.1002/jcc.26095,journal-article,TRUE,FALSE,FALSE,FALSE,0192-8651,"0192-8651,1096-987X",Journal of Computational Chemistry,green,11/13/2019,Wiley,Archived manuscript
10.1096/fj.201801095r,oa repository (via OAI-PMH doi match),repository,,https://europepmc.org/articles/pmc6338655,TRUE,publishedVersion,2,https://doi.org/10.1096/fj.201801095r,journal-article,TRUE,FALSE,FALSE,FALSE,0892-6638,"0892-6638,1530-6860",The FASEB Journal,green,9/7/2018,Wiley,Archived manuscript
10.1002/cta.2437,,,,,FALSE,,2,https://doi.org/10.1002/cta.2437,journal-article,FALSE,FALSE,FALSE,FALSE,0098-9886,0098-9886,International Journal of Circuit Theory and Applications,closed,1/3/2018,Wiley,Closed
10.1155/2019/5021026,oa journal (via doaj),publisher,cc-by,https://doi.org/10.1155/2019/5021026,TRUE,publishedVersion,2,https://doi.org/10.1155/2019/5021026,journal-article,TRUE,FALSE,TRUE,TRUE,0197-6729,"0197-6729,2042-3195",Journal of Advanced Transportation,gold,12/16/2019,Hindawi Limited,Full OA journal
10.1002/cam4.3316,oa journal (via doaj),publisher,cc-by,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cam4.3316,TRUE,publishedVersion,2,https://doi.org/10.1002/cam4.3316,journal-article,TRUE,FALSE,TRUE,TRUE,2045-7634,"2045-7634,2045-7634",Cancer Medicine,gold,7/20/2020,Wiley,Full OA journal
10.1002/alr.22484,,,,,FALSE,,2,https://doi.org/10.1002/alr.22484,journal-article,FALSE,FALSE,FALSE,FALSE,2042-6976,"2042-6976,2042-6984",International Forum of Allergy & Rhinology,closed,3/1/2020,Wiley,Closed
10.1111/apa.14962,,,,,FALSE,,2,https://doi.org/10.1111/apa.14962,journal-article,FALSE,FALSE,FALSE,FALSE,0803-5253,"0803-5253,1651-2227",Acta Paediatrica,closed,9/10/2019,Wiley,Closed
10.1111/pan.13547,,,,,FALSE,,2,https://doi.org/10.1111/pan.13547,journal-article,FALSE,FALSE,FALSE,FALSE,1155-5645,"1155-5645,1460-9592",Pediatric Anesthesia,closed,12/13/2018,Wiley,Closed
10.1111/ijd.14190,,,,,FALSE,,2,https://doi.org/10.1111/ijd.14190,journal-article,FALSE,FALSE,FALSE,FALSE,0011-9059,0011-9059,International Journal of Dermatology,closed,8/17/2018,Wiley,Closed
10.1111/ijd.14757,,,,,FALSE,,2,https://doi.org/10.1111/ijd.14757,journal-article,FALSE,FALSE,FALSE,FALSE,0011-9059,"0011-9059,1365-4632",International Journal of Dermatology,closed,12/27/2019,Wiley,Closed
10.1002/lary.28137,,,,,FALSE,,2,https://doi.org/10.1002/lary.28137,journal-article,FALSE,FALSE,FALSE,FALSE,0023-852X,"0023-852X,1531-4995",The Laryngoscope,closed,4/1/2020,Wiley,Closed
10.1002/cncr.32623,,,,,FALSE,,2,https://doi.org/10.1002/cncr.32623,journal-article,FALSE,FALSE,FALSE,FALSE,0008-543X,"0008-543X,1097-0142",Cancer,closed,1/30/2020,Wiley,Closed
10.1002/ccd.27654,,,,,FALSE,,2,https://doi.org/10.1002/ccd.27654,journal-article,FALSE,FALSE,FALSE,FALSE,1522-1946,1522-1946,Catheterization and Cardiovascular Interventions,closed,6/1/2018,Wiley,Closed
10.1002/lsm.23324,,,,,FALSE,,2,https://doi.org/10.1002/lsm.23324,journal-article,FALSE,FALSE,FALSE,FALSE,0196-8092,"0196-8092,1096-9101",Lasers in Surgery and Medicine,closed,9/22/2020,Wiley,Closed
10.1111/nin.12358,,,,,FALSE,,2,https://doi.org/10.1111/nin.12358,journal-article,FALSE,FALSE,FALSE,FALSE,1320-7881,"1320-7881,1440-1800",Nursing Inquiry,closed,6/19/2020,Wiley,Closed
10.1002/ece3.6413,oa journal (via doaj),publisher,cc-by,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ece3.6413,TRUE,publishedVersion,2,https://doi.org/10.1002/ece3.6413,journal-article,TRUE,FALSE,TRUE,TRUE,2045-7758,"2045-7758,2045-7758",Ecology and Evolution,gold,5/25/2020,Wiley,Full OA journal
10.1002/ccd.28082,,,,,FALSE,,2,https://doi.org/10.1002/ccd.28082,journal-article,FALSE,FALSE,FALSE,FALSE,1522-1946,"1522-1946,1522-726X",Catheterization and Cardiovascular Interventions,closed,2/1/2019,Wiley,Closed
10.1002/dev.22066,,,,,FALSE,,2,https://doi.org/10.1002/dev.22066,journal-article,FALSE,FALSE,FALSE,FALSE,0012-1630,"0012-1630,1098-2302",Developmental Psychobiology,closed,12/11/2020,Wiley,Closed
10.1002/sim.8775,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/sim.8775,TRUE,acceptedVersion,2,https://doi.org/10.1002/sim.8775,journal-article,TRUE,FALSE,FALSE,FALSE,0277-6715,"0277-6715,1097-0258",Statistics in Medicine,bronze,10/26/2020,Wiley,Archived manuscript
10.1111/ehr.13004,,,,,FALSE,,2,https://doi.org/10.1111/ehr.13004,journal-article,FALSE,FALSE,FALSE,FALSE,0013-0117,"0013-0117,1468-0289",The Economic History Review,closed,8/4/2020,Wiley,Closed
10.1111/1475-6773.13237,oa repository (via pmcid lookup),repository,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6980961,TRUE,publishedVersion,2,https://doi.org/10.1111/1475-6773.13237,journal-article,TRUE,FALSE,FALSE,FALSE,0017-9124,"0017-9124,1475-6773",Health Services Research,green,11/10/2019,Wiley,Archived manuscript
10.1111/cch.12829,,,,,FALSE,,2,https://doi.org/10.1111/cch.12829,journal-article,FALSE,FALSE,FALSE,FALSE,0305-1862,"0305-1862,1365-2214","Child: Care, Health and Development",closed,11/18/2020,Wiley,Closed
10.1002/dad2.12068,oa journal (via doaj),publisher,cc-by-nc,https://doi.org/10.1002/dad2.12068,TRUE,publishedVersion,2,https://doi.org/10.1002/dad2.12068,journal-article,TRUE,FALSE,TRUE,TRUE,2352-8729,"2352-8729,2352-8729","Alzheimer's & Dementia: Diagnosis, Assessment & Disease Monitoring",gold,1/1/2020,Wiley,Full OA journal
10.1111/jdv.15462,,,,,FALSE,,2,https://doi.org/10.1111/jdv.15462,journal-article,FALSE,FALSE,FALSE,FALSE,0926-9959,"0926-9959,1468-3083",Journal of the European Academy of Dermatology and Venereology,closed,3/3/2019,Wiley,Closed
10.1002/hbm.24357,oa repository (via OAI-PMH doi match),repository,,https://europepmc.org/articles/pmc6865609?pdf=render,TRUE,publishedVersion,2,https://doi.org/10.1002/hbm.24357,journal-article,TRUE,FALSE,FALSE,FALSE,1065-9471,"1065-9471,1097-0193",Human Brain Mapping,green,8/23/2018,Wiley,Archived manuscript
10.1111/tct.13234,,,,,FALSE,,2,https://doi.org/10.1111/tct.13234,journal-article,FALSE,FALSE,FALSE,FALSE,1743-4971,"1743-4971,1743-498X",The Clinical Teacher,closed,9/9/2020,Wiley,Closed
10.1002/smj.3210,,,,,FALSE,,2,https://doi.org/10.1002/smj.3210,journal-article,FALSE,FALSE,FALSE,FALSE,0143-2095,"0143-2095,1097-0266",Strategic Management Journal,closed,7/28/2020,Wiley,Closed
10.1002/cctc.201800503,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/cctc.201800503,TRUE,acceptedVersion,2,https://doi.org/10.1002/cctc.201800503,journal-article,TRUE,FALSE,FALSE,FALSE,1867-3880,"1867-3880,1867-3899",ChemCatChem,bronze,1/9/2019,Wiley,Archived manuscript
10.1002/adem.201700728,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/adem.201700728,TRUE,acceptedVersion,2,https://doi.org/10.1002/adem.201700728,journal-article,TRUE,FALSE,FALSE,FALSE,1438-1656,"1438-1656,1527-2648",Advanced Engineering Materials,bronze,1/30/2018,Wiley,Archived manuscript
10.1002/ccd.28826,,,,,FALSE,,2,https://doi.org/10.1002/ccd.28826,journal-article,FALSE,FALSE,FALSE,FALSE,1522-1946,"1522-1946,1522-726X",Catheterization and Cardiovascular Interventions,closed,3/6/2020,Wiley,Closed
